course_name,skill_name,job_classification,skill_class,revised_job_classification
Digital Content Writing for beginner,Keyword Research,Digital and performance marketer,SEO & Web Optimization,Digital and performance marketer
Digital Content Writing for beginner,Outline Creation,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Digital Content Writing for beginner,PDF Editing,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Digital Content Writing for beginner,Research Techniques,Digital and performance marketer,Data Analytics & Measurement,Digital and performance marketer
Digital Content Writing for beginner,Social Media Copy,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Digital Copywriting,Content Planning,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Digital Copywriting,Creative Writing,Digital and performance marketer,"Communication, Stakeholder Management & Soft Skills",Business Analyst
Digital Copywriting,Email Copywriting,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Digital Copywriting,Social Media Copy,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Docker & Container Technology,Docker,Software Developer and Prompt Engineer),"Cloud, DevOps & Architecture",Software Developer and Prompt 
Docker & Container Technology,DockerHub,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
Driving Business Impact with Data,A/B Testing,Digital and performance marketer,Data Analytics & Measurement,Digital and performance marketer
Driving Business Impact with Data,Data Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
Driving Business Impact with Data,Data Products,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
Driving Business Impact with Data,Insights,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
Driving Business Impact with Data,Metrics,Data Analyst,Data Analysis & Statistics,Data Analyst
Effective Data Storytelling,Data Storytelling,Data Analyst,Communication & Insights,Data Analyst
Effective Data Storytelling,Data Visualization,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
Effective Data Storytelling,Effective Communication,Data Analyst,Communication & Insights,Data Analyst
Effective Data Storytelling,Graph Selection,Data Analyst,Data Visualization & Reporting,Data Analyst
Effective Data Storytelling,Insight Communication,Data Analyst,Communication & Insights,Data Analyst
Effective Data Storytelling,Visual Formatting,Data Analyst,"Technical Skills, Tools & Automation",Business Analyst
Effective Go: Architecture and Design Patterns,Clean Architecture,Software Developer and Prompt Engineer),#N/A,#N/A
Effective Go: Architecture and Design Patterns,Code Structure,Software Developer and Prompt Engineer),#N/A,#N/A
Effective Go: Architecture and Design Patterns,Decoupling,Software Developer and Prompt Engineer),#N/A,#N/A
Effective Go: Architecture and Design Patterns,Design Studies,Software Developer and Prompt Engineer),#N/A,#N/A
Effective Go: Architecture and Design Patterns,Distributed Systems,Software Developer and Prompt Engineer,"Cloud, DevOps & Architecture",Software Developer and Prompt 
Effective Go: Architecture and Design Patterns,Golang,Software Developer and Prompt Engineer),#N/A,#N/A
Effective Go: Architecture and Design Patterns,Hexagonal Architecture,Software Developer and Prompt Engineer),"Cloud, DevOps & Architecture",Software Developer and Prompt 
Effective Go: Architecture and Design Patterns,Unit Testing,Software Developer and Prompt Engineer),#N/A,#N/A
Enhancing UX Design Process with AI and ChatGPT,Customer Journey Mapping,UXUI,User Research & Strategy,UXUI
Enhancing UX Design Process with AI and ChatGPT,Generative AI,UXUI,Content Strategy & Creative Production,Digital and performance marketer
Enhancing UX Design Process with AI and ChatGPT,Produce Interactive Prototypes,UXUI,Interaction Design & Prototyping,UXUI
Enhancing UX Design Process with AI and ChatGPT,Prototyping,UXUI,Interaction Design & Prototyping,UXUI
Enhancing UX Design Process with AI and ChatGPT,Sentiment Analysis,UXUI,User Research & Strategy,UXUI
Enhancing UX Design Process with AI and ChatGPT,UI/UX Design,UXUI,Visual Interface Design,UXUI
Enhancing UX Design Process with AI and ChatGPT,UX/UI,UXUI,User Experience (UX),Data Analyst
Enhancing UX Design Process with AI and ChatGPT,User Research,UXUI,User Research & Strategy,UXUI
Essential CSS for Web Developers,CSS,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
Essential CSS for Web Developers,CSS Fundamentals,Software Developer and Prompt Engineer),#N/A,#N/A
Essential CSS for Web Developers,Grid layout,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
Essential CSS for Web Developers,Image Effects,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
Essential CSS for Web Developers,Responsive Design,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
Essential pandas for Data Science,Data Analysis,Data Scientist,Data Analysis & Statistics,Data Analyst
Essential pandas for Data Science,Data Cleaning,Data Scientist,"Data Manipulation, Transformation & Modeling",Data Analyst
Essential pandas for Data Science,Data Preparation,Data Scientist,"Data Manipulation, Transformation & Modeling",Data Analyst
Essential pandas for Data Science,Data Visualization,Data Scientist,Data Analytics & Business Intelligence,Business Analyst
Essential pandas for Data Science,Pandas Library,Data Scientist,"Tools, Technologies & Programming",Data Analyst
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,Automation,Data Analyst,"Technical Skills, Tools & Automation",Business Analyst
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,Data Management,Data Analyst,Data Management & Governance,Data Analyst
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,Data Security,Cybersecurity Specialist,Data Security & Privacy,Cybersecurity Specialist
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,Data Tools,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,Excel,Data Analyst,"Tools, Technologies & Programming",Data Analyst
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,SQL,Data Analyst,Data Security & Privacy,Cybersecurity Specialist
Excel พื้นฐาน เบื้องต้น สำหรับผู้ที่เริ่มต้น ดูจบทำงานได้เลย | Excel by 9Expert,VBA Scripting,Data Analyst,"Technical Skills, Tools & Automation",Business Analyst
Exploratory Data Analysis with Excel,Business Analysis,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
Exploratory Data Analysis with Excel,Data Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
Exploratory Data Analysis with Excel,Data Cleaning,Data Analyst,"Data Manipulation, Transformation & Modeling",Data Analyst
Exploratory Data Analysis with Excel,Data Visualization,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
Exploratory Data Analysis with Excel,Pivot Table,Data Analyst,"Data Manipulation, Transformation & Modeling",Data Analyst
Exploratory Data Analysis with Excel,statistical Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
Exploratory Data Analysis with Google Sheets,Business Analysis,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
Exploratory Data Analysis with Google Sheets,Data Cleaning,Data Analyst,"Data Manipulation, Transformation & Modeling",Data Analyst
Exploratory Data Analysis with Google Sheets,Data Visualization,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
Exploratory Data Analysis with Google Sheets,Exploratory Data Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
Exploratory Data Analysis with Google Sheets,Pivot Table,Data Analyst,"Data Manipulation, Transformation & Modeling",Data Analyst
Exploratory Data Analysis with Google Sheets,VBA Scripting,Data Analyst,"Technical Skills, Tools & Automation",Business Analyst
Exploratory Data Analysis with Google Sheets,statistical Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
Facebook Advertising เจาะลึกทุกขั้นตอนที่คนลงโฆษณาควรรู้ กับ DIGITORY,Audience Insights,Digital and performance marketer,Data Analytics & Measurement,Digital and performance marketer
Facebook Advertising เจาะลึกทุกขั้นตอนที่คนลงโฆษณาควรรู้ กับ DIGITORY,Content Creation,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
Facebook Advertising เจาะลึกทุกขั้นตอนที่คนลงโฆษณาควรรู้ กับ DIGITORY,Marketing Strategy,Digital and performance marketer,Marketing Strategy & Market Research,Digital and performance marketer
